,status,charter,ed_type,level_,grades,pb_prv_bie,school,district,county,street,city,state,zip,stacked,stack_cnt,source
2282,Active,No,Continuation School,High School,11-12,Public,Phoenix High,East Side Union High,Santa Clara,6150 Snell Road,San Jose,CA,95123-4740,Yes,2,Santa Clara Co Parcels 2012
2283,Active,No,Traditional,High School,9-12,Public,Piedmont Hills High,East Side Union High,Santa Clara,1377 Piedmont Road,San Jose,CA,95132-2497,No,1,Santa Clara Co Parcels 2012
2284,Active,Yes,Traditional,High School,12,Public,San Jose Conservation Corps Charter,East Side Union High,Santa Clara,1560 Berger Drive,San Jose,CA,95112-2703,No,1,Santa Clara Co Parcels 2012
2285,Active,No,Traditional,High School,9-12,Public,Silver Creek High,East Side Union High,Santa Clara,3434 Silver Creek Road,San Jose,CA,95121-1845,No,1,Santa Clara Co Parcels 2012
2286,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,College Connection Academy,Franklin-McKinley Elementary,Santa Clara,1855 Lucretia Avenue,San Jose,CA,95122,Yes,3,Santa Clara Co Parcels 2012
2287,Active,No,Traditional,Elementary,K-6,Public,Cadwallader Elementary,Evergreen Elementary,Santa Clara,3799 Cadwallader Avenue,San Jose,CA,95121-1114,No,1,Santa Clara Co Parcels 2012
2288,Active,No,Traditional,Elementary,K-6,Public,Carolyn A. Clark Elementary,Evergreen Elementary,Santa Clara,3701 Rue Mirassou Drive,San Jose,CA,95148-4382,No,1,Santa Clara Co Parcels 2012
2289,Active,No,Traditional,Elementary,K-6,Public,Cedar Grove Elementary,Evergreen Elementary,Santa Clara,2702 Sugar Plum Drive,San Jose,CA,95148-2042,No,1,Santa Clara Co Parcels 2012
2290,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Chaboya Middle,Evergreen Elementary,Santa Clara,3276 Cortona Drive,San Jose,CA,95135-1180,No,1,Santa Clara Co Parcels 2012
2291,Active,No,Traditional,Elementary,K-6,Public,Dove Hill Elementary,Evergreen Elementary,Santa Clara,1460 Colt Way,San Jose,CA,95121-1900,No,1,Santa Clara Co Parcels 2012
2292,Active,No,Traditional,Elementary,K-6,Public,Evergreen Elementary,Evergreen Elementary,Santa Clara,3010 Fowler Road,San Jose,CA,95135-1017,No,1,Santa Clara Co Parcels 2012
2293,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,George V. LeyVa Intermediate,Evergreen Elementary,Santa Clara,1865 Monrovia Drive,San Jose,CA,95122-1505,No,1,Santa Clara Co Parcels 2012
2294,Active,No,Traditional,Elementary,K-6,Public,Holly Oak Elementary,Evergreen Elementary,Santa Clara,2995 Rossmore Way,San Jose,CA,95148-3527,No,1,Santa Clara Co Parcels 2012
2295,Active,No,Traditional,Elementary,K-6,Public,James Franklin Smith Elementary,Evergreen Elementary,Santa Clara,2220 Woodbury Lane,San Jose,CA,95121-3233,No,1,Santa Clara Co Parcels 2012
2296,Active,No,Traditional,Elementary,K-6,Public,John J. Montgomery Elementary,Evergreen Elementary,Santa Clara,2010 Daniel Maloney Drive,San Jose,CA,95121-1328,No,1,Santa Clara Co Parcels 2012
2297,Active,No,Traditional,Elementary,K-6,Public,Katherine R. Smith Elementary,Evergreen Elementary,Santa Clara,2025 Clarice Drive,San Jose,CA,95122-1204,No,1,Santa Clara Co Parcels 2012
2298,Active,No,Traditional,Elementary,K-6,Public,Laurelwood Elementary,Evergreen Elementary,Santa Clara,4280 Partridge Drive,San Jose,CA,95121-1012,No,1,Santa Clara Co Parcels 2012
2299,Active,No,Traditional,Elementary,K-6,Public,Millbrook Elementary,Evergreen Elementary,Santa Clara,3200 Millbrook Drive,San Jose,CA,95148-3681,No,1,Santa Clara Co Parcels 2012
2300,Active,No,Traditional,Elementary,K-6,Public,Norwood Creek Elementary,Evergreen Elementary,Santa Clara,3241 Remington Way,San Jose,CA,95148-2757,No,1,Santa Clara Co Parcels 2012
2301,Active,No,Traditional,Elementary,K-6,Public,O. B. Whaley Elementary,Evergreen Elementary,Santa Clara,2655 Alvin Avenue,San Jose,CA,95121-1609,No,1,Santa Clara Co Parcels 2012
2302,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Quimby Oak Middle,Evergreen Elementary,Santa Clara,3190 Quimby Road,San Jose,CA,95148-3022,No,1,Santa Clara Co Parcels 2012
2303,Active,No,Traditional,Elementary,K-6,Public,Silver Oak Elementary,Evergreen Elementary,Santa Clara,5000 Farnsworth Drive,San Jose,CA,95138-2336,No,1,Santa Clara Co Parcels 2012
2304,Active,No,Traditional,Elementary,K-6,Public,Tom Matsumoto Elementary,Evergreen Elementary,Santa Clara,4121 Mackin Woods Lane,San Jose,CA,95135-1159,No,1,Santa Clara Co Parcels 2012
2305,Active,Yes,Traditional,Intermediate/Middle/Junior High,5-8,Public,ACE Franklin McKinley,Franklin-McKinley Elementary,Santa Clara,1665 Santee Drive,San Jose,CA,95112,Yes,2,Santa Clara Co Parcels 2012
2306,Active,No,Traditional,Elementary,K-6,Public,Captain Jason M. Dahl Elementary,Franklin-McKinley Elementary,Santa Clara,3200 Water Street,San Jose,CA,95111-3236,No,1,Santa Clara Co Parcels 2012
2307,Active,No,Traditional,High School,9-12,Public,Yerba Buena High,East Side Union High,Santa Clara,1855 Lucretia Avenue,San Jose,CA,95122-3730,Yes,3,Santa Clara Co Parcels 2012
2308,Active,Yes,Traditional,Elementary,K-3,Public,Cornerstone Academy Preparatory,Franklin-McKinley Elementary,Santa Clara,1598 Lucretia Avenue,San Jose,CA,95122,Yes,2,Santa Clara Co Parcels 2012
2309,Active,No,Traditional,Elementary,K-6,Public,Robert F. Kennedy Elementary,Franklin-McKinley Elementary,Santa Clara,1602 Lucretia Avenue,San Jose,CA,95122-3812,Yes,2,Santa Clara Co Parcels 2012
2310,Active,No,Traditional,Elementary,K-6,Public,Lairon College Prepatory Academy,Franklin-McKinley Elementary,Santa Clara,3975 Mira Loma,San Jose,CA,95111-3520,No,1,Santa Clara Co Parcels 2012
2311,Active,No,Traditional,Elementary,K-6,Public,Franklin Elementary,Franklin-McKinley Elementary,Santa Clara,420 Tully Road,San Jose,CA,95111-1914,No,1,Santa Clara Co Parcels 2012
2312,Active,No,Traditional,Elementary,K-6,Public,Los Arboles Literacy and Technology Academy,Franklin-McKinley Elementary,Santa Clara,455 Los Arboles Street,San Jose,CA,95111-2399,No,1,Santa Clara Co Parcels 2012
2313,Active,No,Traditional,Elementary,K-6,Public,McKinley Elementary,Franklin-McKinley Elementary,Santa Clara,651 Macredes Avenue,San Jose,CA,95116-3257,No,1,Santa Clara Co Parcels 2012
2314,Active,No,Traditional,Elementary,K-6,Public,Ramblewood Elementary,Franklin-McKinley Elementary,Santa Clara,1351 Lightland Road,San Jose,CA,95121,No,1,Santa Clara Co Parcels 2012
2315,Active,Yes,Traditional,Elementary,K-5,Public,Rocketship Mosaic Elementary,Franklin-McKinley Elementary,Santa Clara,950 Owsley Avenue,San Jose,CA,95122,No,1,Santa Clara Co Parcels 2012
2316,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Sylvandale Middle,Franklin-McKinley Elementary,Santa Clara,653 Sylvandale Avenue,San Jose,CA,95111-1414,Yes,2,Santa Clara Co Parcels 2012
2317,Active,Yes,Traditional,Elementary,K-5,Public,Rocketship Spark Academy,Franklin-McKinley Elementary,Santa Clara,683 Sylvandale Avenue,San Jose,CA,95111,Yes,2,Santa Clara Co Parcels 2012
2318,Active,No,Traditional,Elementary,K-6,Public,Santee Elementary,Franklin-McKinley Elementary,Santa Clara,1313 Audubon Drive,San Jose,CA,95122-3211,No,1,Santa Clara Co Parcels 2012
2319,Active,No,Traditional,Elementary,K-8,Public,"Shirakawa (George, Sr.) Elementary",Franklin-McKinley Elementary,Santa Clara,665 Wool Creek Drive,San Jose,CA,95112-2617,No,1,Santa Clara Co Parcels 2012
2320,Active,Yes,Traditional,Intermediate/Middle/Junior High,5-8,Public,KIPP Heritage Academy,Franklin-McKinley Elementary,Santa Clara,2545 Sherlock Drive,San Jose,CA,95121,Yes,2,Santa Clara Co Parcels 2012
2321,Active,No,Traditional,Elementary,K-6,Public,Jeanne R. Meadows Elementary,Franklin-McKinley Elementary,Santa Clara,1250 Taper Lane,San Jose,CA,95122-2950,No,1,Santa Clara Co Parcels 2012
2322,Active,No,Traditional,Elementary,K-6,Public,G. W. Hellyer Elementary,Franklin-McKinley Elementary,Santa Clara,725 Hellyer Avenue,San Jose,CA,95111-1523,Yes,2,Santa Clara Co Parcels 2012
2323,Active,Yes,Traditional,Elementary,K-6,Public,Voices College-Bound Language Academy,Franklin-McKinley Elementary,Santa Clara,4075 Sacramento Avenue,San Jose,CA,95111-1584,Yes,2,Santa Clara Co Parcels 2012
2324,Active,No,Traditional,Elementary,K-8,Public,Windmill Springs Elementary,Franklin-McKinley Elementary,Santa Clara,2880 Aetna Way,San Jose,CA,95121-2301,No,1,Santa Clara Co Parcels 2012
2325,Active,No,Traditional,High School,9-12,Public,Cupertino High,Fremont Union High,Santa Clara,10100 Finch Avenue,Cupertino,CA,95014-3411,No,1,Santa Clara Co Parcels 2012
2326,Active,No,Traditional,High School,9-12,Public,Homestead High,Fremont Union High,Santa Clara,21370 Homestead Road,Cupertino,CA,95014-0203,No,1,Santa Clara Co Parcels 2012
2327,Active,No,Traditional,High School,9-12,Public,Lynbrook High,Fremont Union High,Santa Clara,1280 Johnson Avenue,San Jose,CA,95129-4172,No,1,Santa Clara Co Parcels 2012
2328,Active,No,Traditional,High School,9-12,Public,Monta Vista High,Fremont Union High,Santa Clara,21840 McClellan Road,Cupertino,CA,95014-4055,No,1,Santa Clara Co Parcels 2012
2329,Active,No,Traditional,Elementary,K-5,Public,Antonio Del Buono Elementary,Gilroy Unified,Santa Clara,9300 Wren Avenue,Gilroy,CA,95020,No,1,Santa Clara Co Parcels 2012
2330,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Brownell Middle,Gilroy Unified,Santa Clara,7800 Carmel Street,Gilroy,CA,95020,No,1,Santa Clara Co Parcels 2012
2331,Active,No,Traditional,High School,9-12,Public,Christopher High,Gilroy Unified,Santa Clara,850 Day Road,Gilroy,CA,95020,No,1,Santa Clara Co Parcels 2012
2332,Active,No,Traditional,High School,9-12,Public,Dr. T. J. Owens Gilroy Early College Academy,Gilroy Unified,Santa Clara,"5055 Santa Teresa Boulevard, PB17",Gilroy,CA,95020,No,1,Aerial
2333,Active,No,Traditional,Elementary,K-5,Public,El Roble Elementary,Gilroy Unified,Santa Clara,930 Third Street,Gilroy,CA,95020-4915,No,1,Santa Clara Co Parcels 2012
2334,Active,No,Traditional,Elementary,K-5,Public,Eliot Elementary,Gilroy Unified,Santa Clara,475 Old Gilroy Street,Gilroy,CA,95020,No,1,Santa Clara Co Parcels 2012
2335,Active,No,Traditional,High School,9-12,Public,Gilroy High,Gilroy Unified,Santa Clara,750 West Tenth Street,Gilroy,CA,95020-6333,No,1,Santa Clara Co Parcels 2012
2336,Active,Yes,Traditional,Elementary,K-3,Public,Gilroy Prep,Gilroy Unified,Santa Clara,277 I O O F Avenue,Gilroy,CA,95020,Yes,3,Santa Clara Co Parcels 2012
2337,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,South Valley Middle,Gilroy Unified,Santa Clara,385 IOOF Avenue,Gilroy,CA,95020,Yes,3,Santa Clara Co Parcels 2012
2338,Active,No,Traditional,Elementary,K-5,Public,Glen View Elementary,Gilroy Unified,Santa Clara,600 Eighth Street,Gilroy,CA,95020,No,1,Santa Clara Co Parcels 2012
2339,Active,No,Traditional,Elementary,K-5,Public,Las Animas Elementary,Gilroy Unified,Santa Clara,6550 Cimino Street,Gilroy,CA,95020,No,1,Santa Clara Co Parcels 2012
2340,Active,No,Traditional,Elementary,K-5,Public,Luigi Aprea Elementary,Gilroy Unified,Santa Clara,9225 Calle del Rey,Gilroy,CA,95020-5043,No,1,Santa Clara Co Parcels 2012
2341,Active,No,Continuation School,High School,9-12,Public,Mt. Madonna High,Gilroy Unified,Santa Clara,8750 Hirasaki Court,Gilroy,CA,95020,Yes,2,Santa Clara Co Parcels 2012
2342,Active,No,Traditional,Elementary,K-5,Public,Rod Kelley Elementary,Gilroy Unified,Santa Clara,8755 Kern Avenue,Gilroy,CA,95020-4034,Yes,2,Santa Clara Co Parcels 2012
2343,Active,No,Traditional,Elementary,K-5,Public,Rucker Elementary,Gilroy Unified,Santa Clara,325 Santa Clara Avenue,Gilroy,CA,95020-9286,No,1,Santa Clara Co Parcels 2012
2344,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Solorsano Middle,Gilroy Unified,Santa Clara,7121 Grenache Way,Gilroy,CA,95020,No,1,Santa Clara Co Parcels 2012
2345,Active,No,Traditional,Elementary,K-5,Public,Lakeside Elementary,Lakeside Joint,Santa Clara,19621 Black Road,Los Gatos,CA,95033,No,1,Santa Clara Co Parcels 2012
2346,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,C. T. English Middle,Loma Prieta Joint Union Elementary,Santa Cruz,23800 Summit Road,Los Gatos,CA,95033-4054,Yes,2,Aerial
2347,Active,No,Traditional,Elementary,K-6,Public,Loma Prieta Elementary,Loma Prieta Joint Union Elementary,Santa Cruz,23800 Summit Road,Los Gatos,CA,95033-4054,Yes,2,Aerial
2348,Active,No,Traditional,Elementary,K-6,Public,Almond Elementary,Los Altos Elementary,Santa Clara,550 Almond Avenue,Los Altos,CA,94022-2312,No,1,Santa Clara Co Parcels 2012
2349,Active,Yes,Traditional,Elementary,K-8,Public,Bullis Charter,Santa Clara County Office of Education,Santa Clara,102 West Portola Avenue,Los Altos,CA,94022-1210,Yes,2,Santa Clara Co Parcels 2012
2350,Active,No,Traditional,Preschool,P,Public,LASD Preschool,Los Altos Elementary,Santa Clara,201 Covington Road,Los Altos,CA,94024,Yes,2,Santa Clara Co Parcels 2012
2351,Active,No,Traditional,Elementary,K-6,Public,Covington Elementary,Los Altos Elementary,Santa Clara,205 Covington Road,Los Altos,CA,94024,Yes,2,Santa Clara Co Parcels 2012
2352,Active,No,Traditional,Elementary,K-6,Public,Gardner Bullis Elementary,Los Altos Elementary,Santa Clara,25890 Fremont Road,Los Altos Hills,CA,94022-2617,No,1,Santa Clara Co Parcels 2012
2353,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Georgina P. Blach Junior High,Los Altos Elementary,Santa Clara,1120 Covington Road,Los Altos,CA,94024-5005,No,1,Santa Clara Co Parcels 2012
2354,Active,No,Traditional,Elementary,K-6,Public,Loyola Elementary,Los Altos Elementary,Santa Clara,770 Berry Avenue,Los Altos,CA,94024-5413,No,1,Santa Clara Co Parcels 2012
2355,Active,No,Traditional,Elementary,K-6,Public,Oak Avenue Elementary,Los Altos Elementary,Santa Clara,1501 Oak Avenue,Los Altos,CA,94024,No,1,Santa Clara Co Parcels 2012
2356,Active,No,Traditional,Elementary,K-6,Public,Santa Rita Elementary,Los Altos Elementary,Santa Clara,700 Los Altos Avenue,Los Altos,CA,94022,No,1,Santa Clara Co Parcels 2012
2357,Active,No,Traditional,Elementary,K-6,Public,Springer Elementary,Los Altos Elementary,Santa Clara,1120 Rose Avenue,Mountain View,CA,94040-4058,No,1,Santa Clara Co Parcels 2012
2358,Active,No,Traditional,Elementary,K-5,Public,Blossom Hill Elementary,Los Gatos Union Elementary,Santa Clara,16400 Blossom Hill Road,Los Gatos,CA,95032-3553,No,1,Santa Clara Co Parcels 2012
2359,Active,No,Traditional,Elementary,K-5,Public,Daves Avenue Elementary,Los Gatos Union Elementary,Santa Clara,17770 Daves Avenue,Los Gatos,CA,95030-3218,No,1,Santa Clara Co Parcels 2012
2360,Active,No,Traditional,Elementary,K-5,Public,Lexington Elementary,Los Gatos Union Elementary,Santa Clara,17010 Roberts Road,Los Gatos,CA,95032-4510,No,1,Santa Clara Co Parcels 2012
2361,Active,No,Traditional,Elementary,K-5,Public,Louise Van Meter Elementary,Los Gatos Union Elementary,Santa Clara,16445 Los Gatos Boulevard,Los Gatos,CA,95032-5524,No,1,Santa Clara Co Parcels 2012
2362,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Raymond J. Fisher Middle,Los Gatos Union Elementary,Santa Clara,19195 Fisher Avenue,Los Gatos,CA,95032-4510,No,1,Santa Clara Co Parcels 2012
2363,Active,No,Traditional,High School,9-12,Public,Los Gatos High,Los Gatos-Saratoga Joint Union High,Santa Clara,20 High School Court,Los Gatos,CA,95030,No,1,Santa Clara Co Parcels 2012
2364,Active,No,Traditional,High School,9-12,Public,Saratoga High,Los Gatos-Saratoga Joint Union High,Santa Clara,20300 Herriman Avenue,Saratoga,CA,95070-4950,No,1,Santa Clara Co Parcels 2012
2365,Active,No,Traditional,Elementary,K-6,Public,Alexander Rose Elementary,Milpitas Unified,Santa Clara,250 Roswell Drive,Milpitas,CA,95035-5945,No,1,Santa Clara Co Parcels 2012
2366,Active,No,Traditional,Elementary,K-6,Public,Anthony Spangler Elementary,Milpitas Unified,Santa Clara,140 North Abbott,Milpitas,CA,95035-4849,No,1,Santa Clara Co Parcels 2012
2367,Active,No,Continuation School,High School,11-12,Public,Calaveras Hills,Milpitas Unified,Santa Clara,1331 East Calaveras Boulevard,Milpitas,CA,95035-5707,No,1,Santa Clara Co Parcels 2012
2368,Active,No,Traditional,Elementary,K-6,Public,Curtner Elementary,Milpitas Unified,Santa Clara,275 Redwood,Milpitas,CA,95035-3843,No,1,Santa Clara Co Parcels 2012
2369,Active,No,Traditional,Elementary,K-6,Public,John Sinnott Elementary,Milpitas Unified,Santa Clara,2025 Yellowstone Avenue,Milpitas,CA,95035-6951,Yes,2,Santa Clara Co Parcels 2012
2370,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Rancho Milpitas Middle,Milpitas Unified,Santa Clara,1915 Yellowstone Avenue,Milpitas,CA,95035-6992,Yes,2,Santa Clara Co Parcels 2012
2371,Active,No,Traditional,Elementary,K-6,Public,Joseph Weller Elementary,Milpitas Unified,Santa Clara,345 Boulder Drive,Milpitas,CA,95035-2869,No,1,Santa Clara Co Parcels 2012
2372,Active,No,Traditional,Elementary,K-6,Public,Marshall Pomeroy Elementary,Milpitas Unified,Santa Clara,1505 Escuela Parkway,Milpitas,CA,95035-3213,No,1,Santa Clara Co Parcels 2012
2373,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Thomas Russell Middle,Milpitas Unified,Santa Clara,1500 Escuela Parkway,Milpitas,CA,95035-3220,No,1,Santa Clara Co Parcels 2012
2374,Active,No,Traditional,High School,9-12,Public,Milpitas High,Milpitas Unified,Santa Clara,1285 Escuela Parkway,Milpitas,CA,95035-3221,No,1,Santa Clara Co Parcels 2012
2375,Active,No,Traditional,Elementary,K-6,Public,Pearl Zanker Elementary,Milpitas Unified,Santa Clara,1585 Fallen Leaf Drive,Milpitas,CA,95035-6762,No,1,Santa Clara Co Parcels 2012
2376,Active,No,Traditional,Elementary,K-6,Public,Robert Randall Elementary,Milpitas Unified,Santa Clara,1300 Edsel Drive,Milpitas,CA,95035-5701,No,1,Santa Clara Co Parcels 2012
2377,Active,No,Traditional,Elementary,K-6,Public,William Burnett Elementary,Milpitas Unified,Santa Clara,400 Fanyon,Milpitas,CA,95035-4630,No,1,Santa Clara Co Parcels 2012
2378,Active,No,Traditional,Elementary,K-6,Public,Country Lane Elementary,Moreland,Santa Clara,5140 Country Lane,San Jose,CA,95129-4299,No,1,Santa Clara Co Parcels 2012
2379,Active,No,Traditional,Elementary,K-8,Public,Easterbrook Discovery,Moreland,Santa Clara,4835 Doyle Road,San Jose,CA,95129-3246,No,1,Santa Clara Co Parcels 2012
2380,Active,No,Traditional,Elementary,K-6,Public,George C. Payne Elementary,Moreland,Santa Clara,3750 Gleason Avenue,San Jose,CA,95130-1323,No,1,Santa Clara Co Parcels 2012
2381,Active,No,Traditional,Elementary,K-6,Public,Gussie M. Baker Elementary,Moreland,Santa Clara,4845 Bucknall Road,San Jose,CA,95130-2021,No,1,Santa Clara Co Parcels 2012
2382,Active,Yes,Traditional,Elementary,K-8,Public,Discovery Charter,Santa Clara County Office of Education,Santa Clara,4021 Teale Avenue,San Jose,CA,95117-3433,Yes,3,Santa Clara Co Parcels 2012
2383,Active,No,Traditional,Elementary-High Combination,5-9,Public,Moreland Middle,Moreland,Santa Clara,4600 Student Lane,San Jose,CA,95130-1762,No,1,Santa Clara Co Parcels 2012
2384,Active,No,Traditional,High School,8-12,Public,Ann Sobrato High,Morgan Hill Unified,Santa Clara,401 Burnett Avenue,Morgan Hill,CA,95037-2641,No,1,Santa Clara Co Parcels 2012
2385,Active,No,Traditional,Elementary,K-6,Public,Barrett Elementary,Morgan Hill Unified,Santa Clara,895 Barrett Avenue,Morgan Hill,CA,95037-5206,No,1,Santa Clara Co Parcels 2012
